GENE	CHR	START	STOP	NSNPS	NPARAM	N	ZSTAT	P	SYMBOL
ENSG00000164742	7	45613739	45762715	582	63	396014	-0.76449	0.77771	ADCY1
ENSG00000267988	7	45902684	45906045	13	5	422133	-1.5842	0.94342	AC096582.1
ENSG00000146678	7	45927956	45933267	18	6	429794	-1.7785	0.96234	IGFBP1
ENSG00000146674	7	45951949	45961473	26	11	420973	-1.1062	0.86567	IGFBP3
ENSG00000233539	7	46713383	46799449	399	43	414669	-0.49139	0.68842	AC011294.3
ENSG00000136205	7	47314752	47622156	1051	118	397677	3.0769	0.0010457	TNS3
ENSG00000221845	7	47694842	47701246	23	12	386631	0.39896	0.34496	C7orf65
ENSG00000136273	7	47735328	48019178	1488	94	386545	-1.2286	0.89039	HUS1
ENSG00000158683	7	47814250	47988088	819	67	390487	-1.1582	0.8766	PKD1L1
ENSG00000136275	7	47834889	47859445	113	23	421397	-0.38894	0.65134	C7orf69
ENSG00000164744	7	48026745	48068716	129	16	403429	1.0072	0.15691	SUN3
ENSG00000164746	7	48075108	48100901	123	19	379141	1.2259	0.11013	C7orf57
ENSG00000183696	7	48128225	48148330	66	18	417120	-0.53676	0.70428	UPP1
ENSG00000179869	7	48211055	48687092	2323	95	413522	-0.92122	0.82153	ABCA13
ENSG00000267970	7	48887362	48891221	24	7	225262	-0.76206	0.77699	AC004899.1
ENSG00000188730	7	49813257	49961546	496	61	398782	0.21601	0.41449	VWC2
ENSG00000042813	7	49890017	50160925	912	34	411314	-0.015316	0.50611	ZPBP
ENSG00000164500	7	50135632	50199426	323	21	401191	-0.14334	0.55699	C7orf72
ENSG00000185811	7	50343720	50472799	317	60	409538	3.1142	0.00092224	IKZF1
ENSG00000132436	7	50511831	50518088	14	5	449218	0.019294	0.4923	FIGNL1
ENSG00000132437	7	50526134	50633154	674	38	397645	1.0834	0.13931	DDC
ENSG00000106070	7	50657760	50861159	803	44	416439	1.6723	0.047231	GRB10
ENSG00000106078	7	51083909	51384515	1003	79	411794	0.76784	0.22129	COBL
ENSG00000221900	7	53103349	53104617	9	2	459525	0.87711	0.19021	POM121L12
ENSG00000170419	7	54610018	54638773	122	24	400061	-0.50552	0.6934	VSTM2A
ENSG00000132432	7	54819943	54827667	37	10	427863	-0.34719	0.63577	SEC61G
ENSG00000146648	7	55086714	55324313	1018	120	397782	1.7692	0.038432	EGFR
ENSG00000132434	7	55433141	55501435	287	23	390181	0.068145	0.47284	LANCL2
ENSG00000154978	7	55503749	55640681	757	18	413013	1.0569	0.14528	VOPP1
ENSG00000154997	7	55861237	55930482	309	33	402368	-0.3609	0.64091	SEPT14
ENSG00000249773	7	55954970	56022932	267	32	399951	0.42325	0.33606	MRPS17
ENSG00000178665	7	55955169	56009918	212	38	399439	0.42526	0.33532	ZNF713
ENSG00000146729	7	56019486	56067874	185	35	408688	0.092891	0.463	GBAS
ENSG00000239789	7	56019512	56024192	21	8	407948	0.86156	0.19446	MRPS17
ENSG00000146733	7	56078744	56119297	134	27	374106	-0.15699	0.56237	PSPH
ENSG00000146731	7	56119323	56131682	41	14	409681	-0.36729	0.6433	CCT6A
ENSG00000129103	7	56131695	56148363	59	16	395306	0.074632	0.47025	SUMF2
ENSG00000164776	7	56148440	56160689	55	15	422678	-0.55624	0.71098	PHKG1
ENSG00000106153	7	56169262	56174269	21	8	433798	-0.30412	0.61948	CHCHD2
ENSG00000185290	7	56182374	56184093	5	2	353315	-0.46412	0.67872	NUPR1L
ENSG00000185177	7	57187321	57207571	89	9	327093	-0.96886	0.83369	ZNF479
ENSG00000182111	7	57509883	57533252	143	12	403828	-0.41036	0.65923	ZNF716
ENSG00000230000	7	62809239	62812151	7	2	95727	-0.36834	0.64369	AC006455.1
ENSG00000257482	7	63505821	63538927	188	16	383389	0.58664	0.27872	ZNF727
ENSG00000197123	7	63688852	63727309	201	29	401407	-0.06221	0.5248	ZNF679
ENSG00000234444	7	63767837	63815238	270	28	404947	1.4446	0.074287	ZNF736
ENSG00000173041	7	63980262	64023484	241	23	377905	0.13739	0.44536	ZNF680
ENSG00000196247	7	64126511	64171404	191	23	415233	0.4034	0.34333	ZNF107
ENSG00000197008	7	64254766	64294054	164	17	376593	1.4943	0.067549	ZNF138
ENSG00000198039	7	64330550	64391344	308	17	399052	1.1287	0.12952	ZNF273
ENSG00000152926	7	64432154	64467062	167	17	413340	1.1286	0.12954	ZNF117
ENSG00000213462	7	64451187	64467121	67	14	418704	0.83318	0.20237	ERV3-1
ENSG00000146757	7	64838712	64866038	116	15	412275	-0.55898	0.71191	ZNF92
ENSG00000269558	7	65112081	65113280	2	1	44558	0.63837	0.26162	AC104057.1
ENSG00000196715	7	65338254	65424550	267	23	382901	0.29336	0.38462	VKORC1L1
ENSG00000169919	7	65425671	65447301	75	16	427104	0.17159	0.43188	GUSB
ENSG00000126522	7	65540785	65558545	74	18	398995	0.38695	0.3494	ASL
ENSG00000249319	7	65552756	65617228	279	24	385908	0.81334	0.20801	AC068533.7
ENSG00000241258	7	65579591	65619555	167	23	387527	0.67857	0.24871	CRCP
ENSG00000169902	7	65670186	65885530	708	37	395124	0.55739	0.28863	TPST1
ENSG00000267941	7	65939543	65940709	5	3	419100	0.13561	0.44606	AC008267.1
ENSG00000243335	7	66093868	66276446	838	29	390176	0.7565	0.22467	KCTD7
ENSG00000154710	7	66147151	66276451	602	29	387711	0.83327	0.20235	RABGEF1
ENSG00000106609	7	66386212	66423538	137	24	414741	0.5878	0.27833	TMEM248
ENSG00000126524	7	66452664	66460588	35	16	247226	-0.47	0.68082	SBDS
ENSG00000198874	7	66460160	66704501	1684	37	332835	0.18095	0.4282	TYW1
ENSG00000158321	7	69063905	70258054	3809	124	407070	-0.040616	0.5162	AUTS2
ENSG00000185274	7	70597155	71178585	2574	169	398212	-0.046358	0.51849	WBSCR17
ENSG00000183166	7	71244476	71912136	2643	102	399313	-1.2009	0.88511	CALN1
ENSG00000196313	7	72349936	72421979	119	37	265437	0.66734	0.25228	POM121
ENSG00000155428	7	72430016	72439997	5	3	17477	-0.16961	0.56734	TRIM74
ENSG00000130305	7	72716514	72722864	8	5	303363	-1.4234	0.92269	NSUN5
ENSG00000146755	7	72726535	72742085	20	9	356457	-0.58048	0.7192	TRIM50
ENSG00000077800	7	72742167	72772634	85	12	392680	-0.48772	0.68712	FKBP6
ENSG00000188763	7	72848109	72850450	3	2	415544	-1.0349	0.84965	FZD9
ENSG00000009954	7	72854728	72936608	184	32	405330	-0.36747	0.64337	BAZ1B
ENSG00000106635	7	72950686	72972332	49	8	392986	0.55819	0.28836	BCL7B
ENSG00000106638	7	72983262	72993121	30	10	400588	-0.81556	0.79263	TBL2
ENSG00000009950	7	73007524	73038873	107	21	414629	0.0039322	0.49843	MLXIPL
ENSG00000176428	7	73082155	73086442	10	3	438896	-0.15778	0.56268	VPS37D
ENSG00000176410	7	73095299	73097783	14	4	447870	-0.68936	0.7547	DNAJC30
ENSG00000071462	7	73097355	73119491	76	13	420899	-0.82553	0.79546	WBSCR22
ENSG00000106089	7	73113536	73134002	43	13	348826	-0.36858	0.64378	STX1A
ENSG00000106077	7	73150424	73153197	8	4	432823	1.8535	0.031908	ABHD11
ENSG00000165215	7	73183328	73184600	5	3	418331	1.8839	0.029786	CLDN3
ENSG00000189143	7	73213872	73247014	121	15	381716	0.52423	0.30006	CLDN4
ENSG00000165171	7	73248920	73256865	34	5	318567	0.63269	0.26347	WBSCR27
ENSG00000175877	7	73275489	73280223	23	5	398855	0.20069	0.42047	WBSCR28
ENSG00000049540	7	73442119	73484237	110	35	355878	-0.13595	0.55407	ELN
ENSG00000106683	7	73497263	73536855	97	20	397187	1.0327	0.15086	LIMK1
ENSG00000106682	7	73588575	73611431	42	16	384324	-1.0879	0.86168	EIF4H
ENSG00000086730	7	73613982	73644161	74	10	356021	-0.62388	0.73365	LAT2
ENSG00000049541	7	73645829	73668774	82	16	353570	0.70622	0.24002	RFC2
ENSG00000106665	7	73703805	73820273	391	31	348151	0.44485	0.32822	CLIP2
ENSG00000006704	7	73868120	74016931	448	44	366905	1.3113	0.094872	GTF2IRD1
ENSG00000077809	7	74071994	74175026	144	25	339104	0.035958	0.48566	GTF2I
ENSG00000158517	7	74188309	74203659	18	6	38012	-1.21	0.88686	NCF1
ENSG00000196275	7	74210483	74267847	66	17	28808	-1.4932	0.93231	GTF2IRD2
ENSG00000183086	7	74379083	74438803	17	7	17477	-1.3702	0.91468	GATSL1
ENSG00000174374	7	74441226	74490064	35	10	224027	0.011279	0.4955	WBSCR16
ENSG00000174428	7	74508364	74565623	36	14	27508	-0.89431	0.81442	GTF2IRD2B
ENSG00000198750	7	74807499	74867509	13	7	15943	-0.21404	0.58474	GATSL2
ENSG00000178809	7	75024337	75040279	11	6	51080	-0.81063	0.79121	TRIM73
ENSG00000135213	7	75046066	75115548	200	29	245489	-0.43288	0.66745	POM121C
ENSG00000127946	7	75162621	75368280	879	84	375940	-0.65752	0.74458	HIP1
ENSG00000006606	7	75398851	75419214	106	15	289339	-0.43198	0.66712	CCL26
ENSG00000106178	7	75440983	75452674	73	17	411920	-0.53649	0.70419	CCL24
ENSG00000005486	7	75471920	75518244	141	33	400099	-0.72225	0.76493	RHBDD2
ENSG00000127948	7	75528518	75616173	311	45	401527	0.69624	0.24314	POR
ENSG00000127952	7	75625656	75677322	176	33	390292	1.1863	0.11774	STYXL1
ENSG00000146701	7	75677369	75696826	64	11	420474	1.2921	0.098168	MDH2
ENSG00000177679	7	75831216	75916605	292	30	398309	-0.48818	0.68729	SRRM3
ENSG00000106211	7	75931861	75933612	6	2	409513	-0.51763	0.69764	HSPB1
ENSG00000170027	7	75956116	75988348	100	20	419954	-0.79498	0.78669	YWHAG
ENSG00000146700	7	76018651	76039012	111	17	408098	0.25037	0.40115	SRCRB4D
ENSG00000188372	7	76026835	76071388	247	37	360797	0.8696	0.19226	ZP3
ENSG00000091073	7	76090993	76135312	154	18	139163	0.40346	0.3433	DTX2
ENSG00000243566	7	76139745	76648340	1859	85	218221	1.1381	0.12755	UPK3B
ENSG00000146707	7	76239303	76256578	126	12	120896	0.11223	0.45532	POMZP3
ENSG00000135205	7	76751751	76958850	846	42	389008	0.91178	0.18094	CCDC146
ENSG00000127951	7	76822688	76829143	7	4	428210	-0.35769	0.63971	FGL2
ENSG00000186088	7	76940068	77045717	376	32	411237	-0.11817	0.54703	GSAP
ENSG00000127947	7	77166592	77269388	347	23	409317	1.4037	0.080205	PTPN12
ENSG00000187257	7	77325760	77412339	296	23	417247	1.1988	0.11531	RSBN1L
ENSG00000135211	7	77423045	77427897	15	8	438906	-0.23944	0.59462	TMEM60
ENSG00000006576	7	77428122	77586818	424	32	420590	0.44109	0.32957	PHTF2
ENSG00000187391	7	77646393	79082890	6493	323	394610	0.58653	0.27876	MAGI2
ENSG00000127955	7	79763271	79848718	277	37	390509	0.54212	0.29387	GNAI1
ENSG00000135218	7	79998891	80308593	1033	61	399806	-0.24693	0.59752	CD36
ENSG00000214415	7	80087987	80141336	170	25	383873	-0.27912	0.60992	GNAT3
ENSG00000075223	7	80371854	80551675	516	64	380229	-0.9375	0.82575	SEMA3C
ENSG00000237896	7	80804824	80828431	145	20	422147	-0.10891	0.54336	AC005008.2
ENSG00000019991	7	81328322	81399754	182	23	407962	-0.50707	0.69395	HGF
ENSG00000153956	7	81575760	82073114	2071	146	402394	-0.5918	0.72301	CACNA2D1
ENSG00000186472	7	82383329	82792246	1518	66	393454	-1.3302	0.90827	PCLO
ENSG00000170381	7	82993222	83278326	1348	55	390952	0.66581	0.25277	SEMA3E
ENSG00000075213	7	83585093	84122040	2420	106	370752	-0.059548	0.52374	SEMA3A
ENSG00000153993	7	84624869	84816171	515	65	406851	-1.0324	0.84907	SEMA3D
ENSG00000198822	7	86273230	86494200	639	58	396269	0.17027	0.4324	GRM3
ENSG00000164659	7	86506222	86689015	602	30	393887	-0.44505	0.67186	KIAA1324L
ENSG00000135164	7	86781677	86825653	150	13	428791	0.86279	0.19413	DMTF1
ENSG00000135185	7	86825478	86849903	92	13	364898	0.85912	0.19514	TMEM243
ENSG00000005469	7	86974997	87029111	162	29	405601	0.31349	0.37695	CROT
ENSG00000005471	7	87031013	87109751	288	25	393451	-0.20962	0.58302	ABCB4
ENSG00000085563	7	87133175	87342611	580	52	402242	-1.0125	0.84435	ABCB1
ENSG00000105784	7	87256864	87461611	454	30	394656	-0.74534	0.77197	RUNDC3B
ENSG00000075303	7	87462883	87505672	104	17	421420	-0.96285	0.83219	SLC25A40
ENSG00000006634	7	87505531	87538856	83	16	426147	-1.3568	0.91258	DBF4
ENSG00000008277	7	87563458	87832204	678	41	357476	-0.2582	0.60187	ADAM22
ENSG00000075142	7	87834433	87856308	62	12	379174	0.77787	0.21832	SRI
ENSG00000127954	7	87905744	87936206	72	12	411867	-0.59714	0.72479	STEAP4
ENSG00000182348	7	88388682	88966346	2683	129	397002	-0.5794	0.71884	ZNF804B
ENSG00000164645	7	88423420	88425035	8	4	444084	0.57502	0.28264	C7orf62
ENSG00000164647	7	89783689	89794143	26	8	410455	0.58771	0.27837	STEAP1
ENSG00000157214	7	89796904	89867451	294	21	380247	0.51649	0.30276	STEAP2
ENSG00000105792	7	89874488	89940377	274	28	418151	-0.038133	0.51521	C7orf63
ENSG00000105793	7	89964537	90020769	327	25	387466	0.034194	0.48636	GTPBP10
ENSG00000157224	7	90013035	90142716	569	52	411365	-0.83219	0.79735	CLDN12
ENSG00000058091	7	90095738	90839905	3068	101	389471	1.1119	0.1331	CDK14
ENSG00000157240	7	90893783	90898123	6	3	370619	0.65014	0.2578	FZD1
ENSG00000127989	7	91321323	91510034	531	34	390726	0.69832	0.24249	MTERF
ENSG00000127914	7	91570181	91739987	438	17	402885	1.4234	0.077303	AKAP9
ENSG00000001630	7	91741465	91772266	76	7	376996	1.9623	0.024867	CYP51A1
ENSG00000240720	7	91741473	91808845	141	13	395687	2.1689	0.015045	LRRD1
ENSG00000001631	7	91828283	91875480	84	24	409885	2.5821	0.00491	KRIT1
ENSG00000001629	7	91875548	92030698	265	34	390232	2.9512	0.0015829	ANKIB1
ENSG00000157259	7	92076767	92088150	20	8	390260	0.4252	0.33534	GATAD1
ENSG00000242950	7	92097694	92107300	27	10	378260	0.59163	0.27705	ERVW-1
ENSG00000127980	7	92116334	92157845	87	18	393636	0.81022	0.20891	PEX1
ENSG00000127993	7	92158087	92167319	26	9	407164	0.83625	0.20151	RBM48
ENSG00000234545	7	92190107	92219708	86	17	396347	0.5592	0.28801	FAM133B
ENSG00000105810	7	92234235	92465908	422	63	393619	0.23722	0.40624	CDK6
ENSG00000205413	7	92728829	92747336	88	17	382489	0.36502	0.35755	SAMD9
ENSG00000177409	7	92759368	92777682	49	18	409869	0.71802	0.23637	SAMD9L
ENSG00000188175	7	92817899	92855837	85	25	412866	0.64314	0.26007	HEPACAM2
ENSG00000004766	7	92861653	92988338	257	33	382242	0.31394	0.37678	CCDC132
ENSG00000004948	7	93053799	93204042	525	40	399691	-0.036924	0.51473	CALCR
ENSG00000127928	7	93220885	93540577	1059	72	396648	-0.38425	0.64961	GNGT1
ENSG00000105825	7	93514709	93520303	24	5	376320	0.41833	0.33785	TFPI2
ENSG00000127920	7	93551011	93557922	35	14	387681	0.21652	0.41429	GNG11
ENSG00000105829	7	93592074	93633694	82	22	389335	-0.83029	0.79681	BET1
ENSG00000164692	7	94023873	94060544	124	28	408630	0.99675	0.15944	COL1A2
ENSG00000127995	7	94138531	94186331	130	22	414811	0.12282	0.45112	CASD1
ENSG00000127990	7	94214542	94285521	138	21	429164	0.27233	0.39268	SGCE
ENSG00000242265	7	94285637	94299007	25	11	379611	0.4953	0.3102	PEG10
ENSG00000158528	7	94536514	94925727	1061	51	389745	0.38162	0.35137	PPP1R9A
ENSG00000005421	7	94926988	95025673	423	42	403182	-0.15436	0.56134	PON1
ENSG00000105852	7	94989256	95025680	165	23	393071	-0.075542	0.53011	PON3
ENSG00000105854	7	95034175	95064510	112	18	415528	-0.37463	0.64603	PON2
ENSG00000005981	7	95107756	95169544	246	44	418464	0.57031	0.28423	ASB4
ENSG00000269449	7	95171457	95173854	7	4	387604	0.12644	0.44969	AC002451.1
ENSG00000004799	7	95212811	95225803	54	10	427335	1.5487	0.06073	PDK4
ENSG00000158560	7	95401866	95739634	1159	102	390036	0.54727	0.2921	DYNC1I1
ENSG00000004864	7	95749532	95951459	460	30	400692	-0.23501	0.5929	SLC25A13
ENSG00000197851	7	96110938	96132835	63	17	403156	0.041472	0.48346	C7orf76
ENSG00000127922	7	96110938	96339203	674	33	370622	-0.45443	0.67524	SHFM1
ENSG00000006377	7	96634860	96640351	7	3	432177	0.16008	0.43641	DLX6
ENSG00000105880	7	96649704	96654409	14	9	341553	-1.1941	0.88378	DLX5
ENSG00000196636	7	96745902	96811075	179	20	409756	0.15741	0.43746	ACN9
ENSG00000006128	7	97361220	97369784	34	6	422748	-0.93064	0.82398	TAC1
ENSG00000070669	7	97481430	97501854	87	20	408192	-0.37062	0.64454	ASNS
ENSG00000135175	7	97613996	97620481	38	6	408786	-0.059879	0.52387	OCM2
ENSG00000164715	7	97736197	97838945	354	31	415791	0.77778	0.21835	LMTK2
ENSG00000180535	7	97840739	97842291	7	4	447865	0.7894	0.21494	BHLHA15
ENSG00000205356	7	97843936	97881563	143	22	395795	0.10691	0.45743	TECPR1
ENSG00000164713	7	97881691	97937162	216	21	398998	0.16553	0.43426	BRI3
ENSG00000006453	7	97920963	98030380	325	15	398009	0.17372	0.43104	BAIAP2L1
ENSG00000106236	7	98246609	98259180	33	10	395965	-1.0594	0.8553	NPTX2
ENSG00000166448	7	98444111	98468394	69	16	369005	-1.1052	0.86547	TMEM130
ENSG00000196367	7	98475556	98610866	378	26	407866	-1.2958	0.90248	TRRAP
ENSG00000198742	7	98625061	98741723	325	52	376598	-1.6687	0.95241	SMURF1
ENSG00000185467	7	98771197	98805129	197	15	389241	-0.92273	0.82193	KPNA7
ENSG00000241685	7	98923521	98985787	206	27	328591	-0.90872	0.81825	ARPC1A
ENSG00000130429	7	98971872	98992424	69	15	372065	-0.49844	0.69091	ARPC1B
ENSG00000106244	7	98989671	99006452	37	11	393709	-1.3187	0.90636	PDAP1
ENSG00000106245	7	99006264	99017239	43	14	392670	-0.46507	0.67906	BUD31
ENSG00000106246	7	99014362	99063787	168	26	362375	0.038042	0.48483	PTCD1
ENSG00000248919	7	99017372	99063820	151	23	358559	0.080994	0.46772	ATP5J2-PTCD1
ENSG00000160917	7	99036545	99054994	64	14	386102	0.02777	0.48892	CPSF4
ENSG00000241468	7	99046098	99063954	55	13	400606	-0.049006	0.51954	ATP5J2
ENSG00000198556	7	99070464	99101273	67	25	387763	0.91437	0.18026	ZNF789
ENSG00000160908	7	99084142	99097947	36	16	378225	0.93894	0.17388	ZNF394
ENSG00000196652	7	99102274	99132323	61	17	402041	0.31062	0.37804	ZKSCAN5
ENSG00000221909	7	99143931	99156159	17	7	415416	0.58826	0.27818	FAM200A
ENSG00000197343	7	99156029	99174076	47	17	392991	0.017321	0.49309	ZNF655
ENSG00000272647	7	99156291	99205433	129	25	386546	-0.28052	0.61046	GS1-259H13.10
ENSG00000197037	7	99214569	99230030	43	16	401827	-0.41158	0.65968	ZSCAN25
ENSG00000106258	7	99245817	99277621	77	24	371686	-0.2165	0.5857	CYP3A5
ENSG00000160870	7	99302660	99332819	100	12	408533	0.15681	0.4377	CYP3A7
ENSG00000160868	7	99354604	99381888	60	18	375259	0.2031	0.41953	CYP3A4
ENSG00000021461	7	99425636	99463718	135	18	422574	0.45917	0.32306	CYP3A43
ENSG00000244623	7	99473610	99474680	9	3	413401	2.3949	0.0083124	OR2AE1
ENSG00000146833	7	99474581	99517223	145	18	379303	3.2458	0.00058565	TRIM4
ENSG00000176402	7	99520892	99527243	26	8	412347	2.8139	0.0024471	GJC3
ENSG00000160862	7	99564343	99573780	17	7	442826	4.6228	1.8934e-06	AZGP1
ENSG00000106261	7	99613204	99639312	75	23	401026	5.0097	2.7264e-07	ZKSCAN1
ENSG00000166529	7	99647390	99662661	31	8	386656	2.5849	0.0048698	ZSCAN21
ENSG00000166526	7	99661656	99680171	51	19	410366	4.3579	6.5665e-06	ZNF3
ENSG00000168090	7	99686577	99689823	10	5	340691	0.85669	0.19581	COPS6
ENSG00000166508	7	99690351	99699563	39	12	397580	3.0528	0.0011334	MCM7
ENSG00000221838	7	99699172	99707968	36	13	394222	3.5955	0.00016188	AP4M1
ENSG00000106290	7	99704693	99717464	35	13	412646	3.2199	0.0006411	TAF6
ENSG00000166997	7	99717236	99723134	16	8	317272	4.0014	3.1483e-05	CNPY4
ENSG00000214309	7	99724317	99726118	4	2	422636	1.3336	0.091163	MBLAC1
ENSG00000188186	7	99746530	99753567	14	6	432478	3.5898	0.00016549	LAMTOR4
ENSG00000146826	7	99752043	99756338	7	4	417853	2.2291	0.012903	C7orf43
ENSG00000197093	7	99756867	99766373	27	11	347633	4.3384	7.1754e-06	GAL3ST4
ENSG00000213420	7	99767229	99774995	19	10	367949	5.1342	1.4169e-07	GPC2
ENSG00000066923	7	99775186	99819111	148	16	397949	6.5306	3.2746e-11	STAG3
ENSG00000160844	7	99798283	99869855	234	33	387241	6.2645	1.8704e-10	GATS
ENSG00000213413	7	99815864	99819113	19	6	357777	6.0138	9.0629e-10	PVRIG
ENSG00000214300	7	99905325	99919819	19	6	281022	0.60352	0.27308	SPDYE3
ENSG00000121716	7	99933737	99965356	94	11	328885	1.9472	0.025755	PILRB
ENSG00000085514	7	99965153	99997719	78	18	386240	3.5252	0.00021156	PILRA
ENSG00000078487	7	99998449	100026615	67	12	416759	3.169	0.00076485	ZCWPW1
ENSG00000146834	7	100026413	100031741	17	6	412939	-0.11644	0.54635	MEPCE
ENSG00000160813	7	100032905	100034188	4	2	294698	0.19299	0.42348	PPP1R35
ENSG00000185955	7	100054238	100061894	12	7	384533	1.1283	0.1296	C7orf61
ENSG00000166925	7	100060982	100076902	32	10	377918	1.5347	0.062429	TSC22D4
ENSG00000166924	7	100081550	100092422	29	10	360786	3.4972	0.00023511	NYAP1
ENSG00000106351	7	100136834	100165842	56	16	381938	1.6887	0.045637	AGFG2
ENSG00000205307	7	100169855	100171270	2	1	238062	0.54086	0.2943	SAP25
ENSG00000077454	7	100169855	100183776	45	15	367654	2.2626	0.01183	LRCH4
ENSG00000106336	7	100181605	100198740	28	14	393721	0.81646	0.20712	FBXO24
ENSG00000106333	7	100199800	100205798	11	7	221361	2.4747	0.0066666	PCOLCE
ENSG00000106330	7	100209725	100213007	8	2	427192	-0.78102	0.7826	MOSPD3
ENSG00000106327	7	100218039	100240402	60	18	400063	2.104	0.01769	TFR2
ENSG00000077080	7	100240720	100254084	26	13	389579	1.2481	0.10599	ACTL6B
ENSG00000172354	7	100271154	100276797	19	13	336271	0.93944	0.17375	GNB2
ENSG00000146830	7	100277130	100287071	33	14	397788	0.93553	0.17476	GIGYF1
ENSG00000172336	7	100303676	100305118	4	1	440811	0.52064	0.30131	POP7
ENSG00000130427	7	100318423	100321323	16	8	389925	2.0601	0.019694	EPO
ENSG00000196411	7	100400187	100425121	96	20	416697	2.5502	0.0053838	EPHB4
ENSG00000146828	7	100424442	100464631	125	31	398541	3.4335	0.00029796	SLC12A9
ENSG00000087077	7	100464760	100471076	22	11	394716	2.2402	0.01254	TRIP6
ENSG00000087087	7	100472733	100486285	51	17	401369	2.0397	0.020692	SRRT
ENSG00000176125	7	100486346	100487339	3	2	437351	0.77933	0.21789	UFSP1
ENSG00000087085	7	100487615	100494594	20	8	375905	1.4447	0.074265	ACHE
ENSG00000169894	7	100547187	100611118	115	32	152402	0.48263	0.31468	MUC3A
ENSG00000228273	7	100547257	100550424	19	7	288524	1.1973	0.11559	MUC3A
ENSG00000205277	7	100612904	100662230	248	38	242436	1.0948	0.13681	MUC12
ENSG00000169876	7	100663353	100702020	174	31	370466	0.77757	0.21841	MUC17
ENSG00000169871	7	100728720	100735017	31	11	419227	0.68173	0.2477	TRIM56
ENSG00000106366	7	100770370	100782547	52	14	391927	-1.4948	0.93251	SERPINE1
ENSG00000106367	7	100797678	100804877	39	8	385836	-0.72398	0.76546	AP1S1
ENSG00000128564	7	100805790	100808874	1	1	386344	0.88492	0.1881	VGF
ENSG00000167011	7	100813774	100823557	50	11	416743	-0.34642	0.63548	NAT16
ENSG00000106384	7	100838288	100844302	13	4	348116	0.47389	0.31779	MOGAT3
ENSG00000106397	7	100849258	100861701	41	16	414758	-1.4898	0.93186	PLOD3
ENSG00000106400	7	100860949	100867471	27	8	411705	-1.6236	0.94777	ZNHIT1
ENSG00000106404	7	100875373	100882101	20	8	390365	-1.1278	0.87029	CLDN15
ENSG00000214253	7	100882739	100895597	59	8	383102	-0.57274	0.71659	FIS1
ENSG00000128581	7	100956975	100965104	52	14	400838	0.97844	0.16393	RABL5
ENSG00000106436	7	101256605	101272576	67	19	417783	-0.72594	0.76606	MYL10
ENSG00000257923	7	101458959	101927249	1626	90	404456	0.7605	0.22348	CUX1
