IPS_E3	IPS_E3	IPS_E3	IPS_E4	IPS_E4	IPS_E4
SPIB	35	59	28	33	34	18
MYBPC2	66	54	66	64	51	45
FAM71E1	64	60	73	60	49	35
EMC10	816	1077	580	796	1058	662
JOSD2	8	13	6	7	14	14
ASPDH	0	0	0	0	0	0
LRRC4B	166	165	175	168	163	156
SNAR-F	3	1	2	0	3	0
SYT3	58	64	33	60	76	41
C19orf81	21	26	26	27	44	29
SHANK1	14	9	11	8	8	8
CLEC11A	27	34	28	35	52	29
GPR32	0	0	0	0	0	0
ACPT	0	0	0	0	0	0
C19orf48	859	928	763	789	1000	774
SNORD88B	6	7	6	7	4	5
SNORD88A	1	14	4	5	7	5
SNORD88C	15	22	16	12	21	7
MGC45922	1	1	0	1	1	0
KLK1	2	1	1	2	2	0
KLK15	0	0	0	0	0	0
KLK3	0	0	1	1	1	0
KLK2	0	2	1	1	0	0
KLKP1	1	0	0	0	0	1
KLK4	0	3	1	3	2	0
KLK5	0	2	4	0	1	3
KLK6	7	12	10	14	13	20
KLK7	6	12	10	2	5	7
KLK8	9	5	12	19	9	10
KLK9	0	1	1	0	0	0
KLK10	36	28	32	29	22	10
KLK11	0	0	1	2	0	0
KLK12	0	1	0	0	0	0
KLK13	11	9	9	15	14	4
KLK14	0	1	1	0	3	0
CTU1	28	36	44	33	42	30
SIGLEC9	0	0	0	0	0	0
SIGLEC7	0	0	0	0	0	0
SIGLEC17P	0	0	0	0	0	0
CD33	1	0	1	0	1	0
SIGLECL1	0	0	1	0	0	0
IGLON5	167	193	153	176	190	139
VSIG10L	106	86	60	104	98	71
ETFB	228	221	207	225	225	225
CLDND2	10	3	5	6	4	4
NKG7	0	0	0	0	0	0
LIM2	0	0	0	0	0	0
LOC147646	13	6	6	14	8	7
SIGLEC10	0	0	0	0	1	0
LOC100129083	4	9	7	5	5	4
SIGLEC8	0	0	0	0	0	0
CEACAM18	0	0	0	0	0	0
SIGLEC12	0	0	0	0	0	0
SIGLEC6	1	0	0	1	1	0
ZNF175	182	119	115	213	140	138
FLJ30403	7	3	1	5	4	0
SIGLEC5	0	0	0	0	0	0
SIGLEC14	0	0	0	0	0	0
MIR99B	0	0	0	0	0	0
MIRLET7E	0	0	0	0	0	0
MIR125A	0	0	0	0	0	0
LINC00085	22	16	16	29	7	24
HAS1	6	7	8	16	14	7
FPR1	0	0	0	0	0	0
FPR2	0	0	1	0	1	0
FPR3	0	0	0	0	0	0
ZNF577	175	115	107	162	94	117
ZNF649	1552	861	1096	1657	851	1045
ZNF613	308	167	213	279	156	176
ZNF350	141	89	82	126	82	74
ZNF615	334	186	149	335	192	182
ZNF614	502	375	375	516	406	414
ZNF432	115	64	69	137	107	91
ZNF841	167	124	122	177	112	118
ZNF616	557	310	314	518	329	297
ZNF836	314	196	124	235	156	141
PPP2R1A	3739	3865	3481	3732	4303	3266
ZNF766	595	358	380	528	362	392
MIR643	0	0	0	0	0	0
ZNF480	558	406	291	440	414	319
ZNF610	90	44	32	80	44	36
ZNF880	164	114	84	139	87	80
ZNF528	158	111	105	83	57	69
ZNF534	1	0	3	0	0	0
ZNF578	266	195	114	180	122	99
ZNF808	138	96	77	106	95	79
ZNF701	86	63	44	63	56	54
ZNF137P	12	11	13	19	13	16
ZNF83	195	118	145	225	109	135
ZNF611	114	60	83	108	68	66
ZNF600	88	79	41	82	59	54
ZNF28	397	261	227	379	287	256
ZNF468	251	183	131	238	177	166
ZNF320	395	375	296	411	384	317
ZNF816-ZNF321P	0	0	0	0	0	0
ZNF321P	0	0	0	0	0	0
ZNF816	152	106	101	148	112	104
ZNF702P	54	48	59	126	60	70
ERVV-1	1	0	0	0	1	0
ERVV-2	2	12	2	8	7	4
ZNF160	837	545	386	827	650	402
ZNF415	137	92	103	155	104	108
ZNF347	175	106	111	170	121	133
ZNF665	46	27	48	46	25	49
ZNF818P	103	49	55	76	53	53
ZNF677	102	77	66	83	79	59
VN1R2	0	0	0	1	0	0
VN1R4	0	0	0	0	0	0
FAM90A27P	0	0	0	0	0	0
BIRC8	0	0	0	0	0	0
ZNF845	468	338	310	462	275	308
ZNF525	705	461	322	573	403	239
ZNF765	320	214	189	245	179	186
ZNF761	477	291	291	502	309	267
TPM3P9	76	55	34	56	37	35
ZNF813	410	194	181	341	203	203
ZNF331	480	285	276	372	352	291
LOC284379	0	1	0	0	0	0
DPRX	0	0	0	0	1	0
MIR512-2	0	0	0	0	0	0
MIR512-1	0	0	0	0	0	0
MIR1323	0	0	0	0	0	1
MIR498	0	0	0	0	0	0
MIR520E	0	1	0	0	0	0
MIR515-1	0	0	0	0	0	0
MIR515-2	0	0	0	0	0	0
MIR519E	0	0	0	0	0	0
MIR520F	0	0	0	0	0	0
MIR519C	0	0	0	0	0	0
MIR1283-1	0	0	0	0	0	2
MIR520A	0	0	0	0	0	1
MIR526B	0	0	0	0	0	0
MIR519B	0	0	0	0	0	0
MIR525	0	0	0	0	0	0
MIR523	0	1	0	0	0	0
MIR518F	0	0	0	0	0	0
MIR520B	0	1	0	0	0	0
MIR518B	0	0	0	0	0	0
MIR526A1	1	0	0	0	0	0
MIR520C	0	1	0	0	0	1
MIR518C	0	0	0	0	0	0
MIR524	0	0	0	0	0	1
MIR517A	0	0	0	0	0	0
MIR519D	0	0	1	0	0	1
MIR521-2	1	0	0	0	0	0
MIR520D	0	0	0	0	0	0
MIR517B	0	0	0	0	0	0
MIR520G	0	0	0	0	0	0
MIR516B2	0	0	0	0	0	0
MIR526A2	0	0	0	0	1	0
MIR518E	0	0	0	0	0	0
MIR518A1	0	0	0	0	0	0
MIR518D	0	0	0	0	0	0
MIR516B1	0	0	0	0	0	0
MIR518A2	0	0	0	0	0	0
MIR517C	0	0	0	0	0	0
MIR520H	0	0	0	0	0	0
MIR521-1	0	0	0	0	0	0
MIR522	0	0	0	0	0	0
MIR519A1	0	0	0	0	0	0
MIR527	0	0	0	0	0	0
MIR516A1	0	0	0	0	0	0
MIR1283-2	0	0	0	0	0	0
MIR516A2	0	0	0	0	0	0
MIR519A2	0	0	0	0	0	0
MIR371A	0	0	1	0	0	0
MIR371B	0	0	0	0	0	0
MIR372	0	0	0	0	0	0
MIR373	1	0	0	0	0	0
NLRP12	70	69	28	33	36	17
MYADM	301	296	236	235	288	280
PRKCG	50	61	48	39	43	30
CACNG7	215	199	312	242	250	238
CACNG8	50	27	34	40	34	40
MIR935	0	0	0	0	0	0
CACNG6	18	11	31	36	10	19
VSTM1	1	3	1	0	3	1
TARM1	0	0	0	0	0	0
OSCAR	3	4	7	7	8	4
NDUFA3	501	442	368	571	538	399
TFPT	82	74	59	84	74	73
PRPF31	498	454	418	526	531	454
CNOT3	297	315	322	292	352	314
LENG1	34	52	25	47	53	39
TMC4	44	28	52	38	40	49
MBOAT7	436	477	388	432	528	411
TSEN34	224	243	252	225	273	241
RPS9	5159	4771	4524	5866	5420	4000
LILRB3	0	0	1	0	0	0
LILRA6	0	0	0	0	0	0
LILRB5	1	2	0	2	0	1
LILRB2	0	0	0	0	0	0
MIR4752	0	0	0	0	0	0
LILRA3	0	0	0	0	1	0
LILRA5	1	1	0	0	0	0
LILRA4	0	0	0	0	0	0
LAIR1	4	1	4	4	2	1
TTYH1	557	371	831	662	443	797
LENG8	266	225	233	228	228	205
LENG9	29	27	21	30	21	30
CDC42EP5	14	12	23	20	11	24
LAIR2	0	0	1	0	0	0
KIR3DX1	0	0	0	0	0	0
LILRA2	0	0	0	0	0	0
LILRA1	0	0	0	0	0	0
LILRB1	0	0	0	0	0	0
LILRB4	0	0	0	0	0	0
LILRP2	0	0	0	0	0	0
KIR3DL3	0	0	0	0	0	0
KIR2DL3	0	0	0	0	0	0
KIR2DL1	0	0	0	0	0	0
LOC100287534	0	0	0	0	0	0
KIR2DL4	0	0	0	0	0	0
KIR3DL1	0	0	0	0	0	0
KIR2DS4	0	0	0	0	0	0
KIR3DL2	0	0	0	0	0	0
FCAR	0	0	0	0	0	0
NCR1	25	17	5	21	26	13
NLRP7	67	38	29	40	24	12
RNU6-35	0	0	0	0	0	0
RNU6-64	0	0	0	0	0	0
NLRP2	16	18	9	19	24	8
GP6	1	1	1	0	1	1
RDH13	70	95	66	91	105	68
EPS8L1	222	224	237	200	222	164
PPP1R12C	442	469	379	470	491	418
TNNT1	1063	865	963	1171	974	879
TNNI3	215	135	198	227	179	159
DNAAF3	12	19	24	27	25	22
SYT5	10	12	19	10	11	9
PTPRH	8	14	11	7	23	5
TMEM86B	8	10	14	10	10	13
PPP6R1	710	771	745	641	818	748
HSPBP1	271	372	262	270	383	275
BRSK1	262	163	203	206	204	198
TMEM150B	0	0	1	0	0	1
SUV420H2	311	196	384	296	175	307
COX6B2	29	22	34	28	16	23
FAM71E2	0	0	0	0	0	2
IL11	30	19	22	32	9	19
TMEM190	13	9	11	14	5	3
TMEM238	5	10	9	8	7	7
RPL28	3307	2912	2953	3466	3058	2836
UBE2S	281	303	326	293	329	331
SHISA7	5	4	3	2	5	1
ISOC2	494	594	447	489	625	399
ZNF628	46	77	57	48	66	74
NAT14	268	290	265	262	269	251
SSC5D	13	5	8	6	4	8
SBK2	12	19	28	17	12	16
SGK110	12	9	5	6	5	6
ZNF579	90	133	144	109	119	127
FIZ1	69	75	81	56	64	65
ZNF524	28	29	23	29	29	7
ZNF865	23	47	51	35	60	58
ZNF784	81	62	74	92	72	87
ZNF580	80	85	86	89	82	87
ZNF581	638	573	620	670	600	484
CCDC106	78	84	99	105	96	93
U2AF2	1485	1661	1239	1439	1989	1364
EPN1	776	864	742	729	923	784
NLRP9	0	0	0	0	0	0
RFPL4A	0	0	0	0	0	0
NLRP11	0	0	0	0	0	0
NLRP4	0	0	0	0	0	0
NLRP13	0	0	0	0	0	0
NLRP8	0	0	0	0	0	0
NLRP5	0	0	0	0	0	0
ZNF787	311	339	360	244	350	350
ZNF444	141	188	184	195	232	166
GALP	0	0	0	2	0	0
ZSCAN5B	0	0	1	0	1	0
ZSCAN5A	16	14	11	16	33	24
ZNF542	142	131	129	294	229	247
ZNF582	26	12	11	45	24	41
ZNF582-AS1	11	6	9	16	13	11
ZNF583	14	14	10	23	28	29
ZNF667	134	89	98	0	0	0
LOC100128252	45	41	21	0	0	0
ZNF471	7	8	3	5	2	4
ZFP28	93	60	72	48	30	29
ZNF470	148	108	81	104	90	78
ZNF71	133	165	144	118	145	153
SMIM17	6	3	2	3	5	0
ZNF835	19	16	20	19	15	14
ZIM2	0	0	0	0	0	0
PEG3	0	0	0	0	0	0
PEG3-AS1	0	0	0	0	0	0
MIMT1	0	0	0	0	0	0
USP29	0	0	0	0	0	0
ZIM3	0	0	0	0	0	0
DUXA	0	0	0	0	0	0
ZNF264	368	232	268	335	246	285
AURKC	27	50	49	46	49	30
ZNF805	242	189	209	225	213	212
ZNF460	431	292	260	373	287	283
ZNF543	166	128	141	156	120	144
ZNF304	276	183	207	297	219	205
TRAPPC2P1	48	31	40	55	38	45
ZNF547	23	13	14	16	13	9
ZNF548	211	127	129	208	138	144
ZNF17	75	51	69	86	57	56
ZNF749	190	122	135	171	141	151
VN1R1	18	13	10	17	7	9
ZNF772	367	203	217	348	174	183
ZNF419	123	86	106	140	79	89
ZNF773	59	40	44	42	40	51
ZNF549	190	132	149	164	108	150
ZNF550	56	37	33	38	35	39
ZNF416	163	105	136	145	121	131
ZIK1	516	406	434	413	359	348
ZNF530	85	65	84	86	67	76
ZNF134	758	457	532	673	466	510
ZNF211	198	183	170	225	173	158
ZSCAN4	0	0	0	0	1	0
ZNF551	596	415	438	516	430	371
ZNF154	194	114	110	165	95	98
ZNF671	118	87	76	103	74	72
ZNF776	318	263	291	337	271	329
ZNF586	155	123	118	147	144	119
ZNF552	86	82	58	78	67	57
FKBP1AP1	30	16	4	16	11	12
ZNF587B	446	358	343	381	311	342
ZNF587	187	169	128	158	165	128
ZNF814	560	414	420	436	402	358
ZNF417	129	104	97	132	105	100
ZNF418	172	129	135	173	115	148
ZNF256	205	178	188	217	158	187
C19orf18	4	4	2	5	3	1
ZNF606	380	219	230	354	256	243
LOC100128398	51	36	30	51	39	28
ZSCAN1	1	3	2	2	3	3
ZNF135	97	81	68	102	69	74
ZSCAN18	362	259	270	374	330	319
ZNF329	477	293	374	510	378	369
ZNF274	201	156	170	209	188	190
ZNF544	572	478	489	521	476	528
ZNF8	250	236	204	253	260	240
ZSCAN22	45	46	49	47	43	46
A1BG	44	67	57	53	86	46
A1BG-AS1	15	23	22	15	27	33
ZNF497	20	16	19	25	19	24
ZNF837	31	33	34	26	28	45
MIR4754	0	1	1	2	0	0
RPS5	7575	8031	6851	9082	8814	6082
LOC646862	3	2	2	0	3	0
ZNF584	40	46	37	39	62	52
ZNF132	2	1	4	0	0	0
ZNF324B	28	29	22	28	34	29
ZNF324	47	46	48	56	55	60
ZNF446	60	37	48	61	58	61
SLC27A5	113	126	86	115	166	81
ZBTB45	64	70	50	82	66	81
TRIM28	7846	8940	7045	7345	8800	6907
CHMP2A	766	518	631	748	604	578
UBE2M	446	501	407	492	571	483
LOC100131691	2	5	5	9	4	3
MZF1	115	95	88	86	95	90
MGC2752	278	335	244	249	354	273
KIR2DL2	0	0	0	0	0	0
KIR3DS1	0	0	0	0	0	0
KIR2DL5A	0	0	0	0	0	0
KIR2DL5B	0	0	0	0	0	0
KIR2DS5	0	0	0	0	0	0
KIR2DS3	0	0	0	0	0	0
KIR2DS1	0	0	0	0	0	0
KIR2DS2	0	0	0	0	0	0
FAM110C	124	97	59	80	115	38
SH3YL1	284	211	176	284	179	138
ACP1	1592	1228	1125	1546	1300	987
FAM150B	34	15	20	20	9	13
TMEM18	268	199	193	265	227	197
LOC339822	0	0	0	0	0	0
SNTG2	61	44	42	55	43	52
TPO	0	0	1	0	0	0
PXDN	1854	1716	1269	1694	1698	1338
MYT1L	2	1	0	0	0	0
LOC730811	0	0	0	0	0	0
TSSC1	273	280	231	282	315	215
TRAPPC12	183	182	226	201	193	253
ADI1	381	385	222	462	510	309
RNASEH1	218	217	182	179	211	196
LOC100506054	98	114	68	92	112	82
RPS7	347	318	353	435	440	320
COLEC11	9	16	2	14	8	8
ALLC	0	0	0	1	0	1
LOC100505964	0	0	0	0	0	0
LOC727982	0	0	1	0	2	0
SOX11	1879	1097	1556	1841	1228	1456
LOC150622	0	0	0	2	1	2
LOC400940	1	0	0	3	1	2
LINC00487	0	0	0	0	0	0
CMPK2	2	6	7	8	8	4
RSAD2	0	0	0	0	0	0
RNF144A-AS1	12	9	7	9	13	7
RNF144A	284	235	196	286	273	178
LOC100506274	0	0	0	0	0	0
LOC339788	0	0	0	0	0	0
LINC00299	0	0	0	0	0	0
ID2	561	331	520	728	365	615
KIDINS220	839	575	485	785	642	517
MBOAT2	288	197	150	275	195	164
ASAP2	311	212	189	291	219	271
ITGB1BP1	148	93	87	132	139	93
CPSF3	1740	1465	1172	1743	1543	1044
IAH1	93	76	57	106	99	71
ADAM17	588	473	439	581	499	437
YWHAQ	3948	3513	2562	4346	3843	2690
TAF1B	284	214	219	357	296	259
GRHL1	12	16	11	24	29	30
KLF11	110	56	83	150	65	141
CYS1	4	1	6	3	2	6
RRM2	536	648	343	606	688	475
C2orf48	3	6	5	1	3	6
MIR4261	0	0	0	0	0	0
HPCAL1	53	33	37	49	52	46
ODC1	841	1228	447	1071	1831	668
SNORA80B	10	14	21	23	26	19
NOL10	405	382	293	341	411	299
ATP6V1C2	4	0	8	6	3	4
PDIA6	5306	4504	3302	5236	4937	3405
KCNF1	7	9	4	6	13	12
FLJ33534	1	0	0	1	1	1
C2orf50	1	1	1	2	2	1
PQLC3	130	117	78	153	94	95
ROCK2	485	434	324	506	386	392
LINC00570	0	0	0	0	0	0
E2F6	63	56	48	93	71	73
GREB1	226	233	143	205	230	130
MIR4429	0	0	0	0	0	0
NTSR2	0	0	1	0	0	0
LPIN1	196	175	167	195	173	149
MIR4262	0	0	0	0	0	0
TRIB2	685	659	371	583	697	376
MIR3125	0	0	1	0	0	0
LOC100506474	0	0	0	0	0	0
FAM84A	22	51	9	12	49	10
NBAS	1306	890	792	1318	990	823
DDX1	1353	1106	804	1316	1216	871
MYCNOS	11	10	4	8	17	10
MYCN	876	959	702	754	837	628
FAM49A	45	53	30	42	66	21
RAD51AP2	3	0	0	4	0	0
VSNL1	421	629	94	218	406	37
SMC6	1038	823	618	823	848	596
GEN1	275	146	166	206	184	206
MSGN1	0	0	0	0	0	1
KCNS3	252	192	183	214	170	154
NT5C1B-RDH14	0	0	0	0	0	0
RDH14	9	15	6	7	12	14
NT5C1B	0	0	0	0	0	0
MIR4757	0	0	0	0	0	0
OSR1	5	2	0	1	0	7
FLJ12334	1	2	1	3	1	1
TTC32	48	24	39	48	48	37
WDR35	426	403	287	405	352	332
MATN3	44	30	34	60	25	44
LAPTM4A	869	688	572	939	759	686
SDC1	342	354	362	354	429	407
PUM2	1320	980	1066	1554	1271	1113
RHOB	337	229	255	351	283	340
HS1BP3	232	163	240	250	229	233
GDF7	0	0	0	0	0	1
C2orf43	339	261	222	378	297	260
APOB	4	5	1	4	3	1
LOC645949	0	0	0	0	0	0
KLHL29	31	22	25	20	19	29
ATAD2B	442	279	234	373	313	232
UBXN2A	242	158	138	231	183	166
MFSD2B	0	0	1	3	1	2
C2orf44	398	390	378	467	400	351
FKBP1B	375	305	258	400	327	245
SF3B14	936	758	622	956	797	595
TP53I3	225	207	133	262	285	204
PFN4	1	2	0	0	0	2
FAM228B	24	11	8	26	11	20
FAM228A	0	0	1	0	1	0
ITSN2	269	193	169	223	191	185
NCOA1	378	272	211	305	264	210
PTRHD1	248	236	156	282	249	164
CENPO	435	397	403	370	455	402
ADCY3	167	221	161	168	229	171
DNAJC27	64	38	31	47	42	43
DNAJC27-AS1	3	0	1	0	0	1
EFR3B	179	120	153	154	164	177
POMC	13	20	18	25	23	20
DNMT3A	966	973	792	915	884	747
MIR1301	0	0	0	0	0	0
DTNB	277	239	218	271	264	208
ASXL2	437	376	329	383	369	347
KIF3C	590	475	544	603	478	500
RAB10	1573	1242	1120	1632	1386	1100
GAREML	207	182	215	178	204	183
HADHA	2331	1910	1777	2185	2216	1732
HADHB	787	563	515	772	628	591
GPR113	0	2	1	0	3	1
EPT1	1457	1413	676	1329	1388	687
CCDC164	0	0	2	1	2	6
OTOF	5	9	8	5	7	10
C2orf70	1	0	0	0	0	0
CIB4	0	0	0	0	0	0
KCNK3	3	1	0	2	2	2
SLC35F6	122	138	131	127	151	183
CENPA	259	135	176	242	256	181
DPYSL5	98	109	70	107	109	60
MAPRE3	18	18	16	25	9	26
TMEM214	150	270	188	189	305	230
AGBL5	777	653	597	817	825	628
OST4	807	788	648	930	916	640
EMILIN1	30	19	40	20	22	84
KHK	68	77	61	77	99	63
CGREF1	26	38	30	34	43	36
ABHD1	7	0	4	9	0	0
PREB	405	482	440	442	564	417
C2orf53	0	0	0	0	0	0
TCF23	0	0	0	0	0	0
SLC5A6	580	742	515	569	731	506
ATRAID	817	703	672	918	799	655
CAD	1800	1834	1715	1622	1927	1710
SLC30A3	65	81	56	44	41	34
DNAJC5G	4	4	2	2	1	1
TRIM54	208	193	179	184	190	149
UCN	5	4	6	9	5	6
MPV17	172	182	134	224	204	188
GTF3C2	1100	1300	1103	1034	1341	1077
LOC100505624	0	0	0	0	0	0
EIF2B4	328	336	276	321	410	277
SNX17	769	824	655	923	1050	658
ZNF513	124	126	142	126	142	148
PPM1G	1754	2061	1402	1586	2127	1292
FTH1P3	4	4	2	7	3	3
NRBP1	1291	1294	1173	1492	1533	1317
KRTCAP3	119	98	98	133	122	110
IFT172	177	163	108	182	166	142
FNDC4	132	117	137	185	216	190
GCKR	1	1	2	3	3	0
C2orf16	0	0	0	0	0	0
ZNF512	974	563	660	977	634	674
CCDC121	33	26	15	26	31	22
GPN1	601	429	434	643	491	519
SUPT7L	359	220	249	333	301	271
SLC4A1AP	287	205	194	290	244	205
MRPL33	317	277	219	352	268	215
RBKS	29	20	18	24	18	18
BRE-AS1	0	3	0	1	2	1
BRE	290	246	237	310	267	277
MIR4263	0	0	0	0	0	1
LOC100505716	0	0	0	0	0	0
FOSL2	80	109	38	81	95	91
PLB1	2	2	1	0	5	1
PPP1CB	3156	2064	1882	3306	2359	1877
SPDYA	0	1	0	1	0	1
TRMT61B	200	172	150	236	235	174
WDR43	1801	1593	1427	1709	1852	1480
SNORD92	0	1	2	2	1	0
SNORD53	4	4	1	1	3	0
FAM179A	6	5	8	4	2	6
C2orf71	0	0	0	0	0	0
CLIP4	2	0	3	3	1	21
ALK	2	2	2	1	0	4
YPEL5	334	200	277	413	247	291
LBH	389	232	365	457	283	384
LCLAT1	393	253	224	340	278	235
CAPN13	18	14	21	22	17	21
GALNT14	62	91	33	39	78	23
CAPN14	1	1	0	2	1	1
EHD3	124	133	121	134	140	155
XDH	30	14	15	19	19	18
SRD5A2	0	0	0	0	2	0
MEMO1	125	106	67	128	104	75
DPY30	499	385	359	512	404	345
SPAST	715	520	393	702	546	441
SLC30A6	680	499	468	687	476	482
NLRC4	0	0	0	0	0	0
YIPF4	184	122	108	183	120	148
BIRC6	1967	1609	1179	1584	1580	1382
MIR558	0	0	0	0	0	0
TTC27	423	348	297	381	415	275
MIR4765	0	0	0	0	0	0
LINC00486	0	0	0	0	0	0
LOC100271832	0	0	0	0	0	0
LTBP1	510	390	347	527	395	595
RASGRP3	0	2	0	1	0	2
FAM98A	453	403	335	362	375	333
MYADML	0	0	0	0	0	0
LOC100288911	37	39	38	30	36	32
CRIM1	371	348	245	276	309	397
FEZ2	279	214	174	303	245	233
VIT	0	0	0	0	0	0
STRN	1020	711	536	795	661	497
HEATR5B	481	370	302	439	332	312
GPATCH11	30	29	12	22	25	20
EIF2AK2	595	433	367	522	449	357
SULT6B1	0	1	0	0	0	1
LOC100505876	1194	731	844	1201	697	658
CEBPZ	3563	2349	2362	3481	2328	2211
NDUFAF7	544	323	311	502	314	298
PRKD3	1126	849	658	1115	1023	747
QPCT	49	38	27	48	47	34
CDC42EP3	270	328	207	259	419	409
RMDN2	16	20	16	35	19	13
CYP1B1	31	29	36	35	44	120
CYP1B1-AS1	1	1	2	0	1	0
ATL2	1459	915	980	1602	1132	926
HNRPLL	700	607	453	772	624	460
GALM	155	150	139	140	166	130
SRSF7	1563	1002	1885	2587	969	2119
GEMIN6	160	130	117	176	173	125
DHX57	491	366	316	491	379	343
MORN2	41	44	29	51	35	44
ARHGEF33	2	3	3	3	3	1
LOC375196	3	2	2	2	0	0
SOS1	418	256	213	383	273	267
CDKL4	3	1	1	1	1	0
MAP4K3	988	775	562	909	807	566
LOC728730	20	14	8	25	18	17
TMEM178A	36	44	22	32	32	19
THUMPD2	158	132	115	151	162	114
SLC8A1-AS1	0	0	1	1	0	0
SLC8A1	55	58	15	44	49	32
LOC388942	0	0	0	0	0	0
C2orf91	0	2	1	3	1	4
PKDCC	351	236	770	482	322	826
EML4	1805	1338	1134	1682	1376	1144
COX7A2L	1106	840	798	1362	995	786
KCNG3	394	189	324	377	183	334
MTA3	1659	890	1268	1702	984	1118
OXER1	5	3	11	4	5	6
HAAO	18	8	13	19	19	20
ZFP36L2	292	235	310	340	295	421
LOC100129726	16	11	11	12	11	10
THADA	421	384	261	469	468	287
PLEKHH2	89	46	47	81	64	51
LOC728819	4	1	2	7	0	3
DYNC2LI1	95	59	85	141	76	84
ABCG5	1	0	0	0	0	0
ABCG8	0	0	3	0	0	0
LRPPRC	6977	5318	4325	6669	5556	4024
PPM1B	1959	1536	1403	1718	1474	1383
SLC3A1	3	1	1	3	1	0
PREPL	723	546	452	717	555	473
CAMKMT	96	61	69	86	63	52
MIR548AD	0	0	0	0	0	0
SIX3	1	0	0	0	0	3
SIX2	0	2	0	2	2	7
UNQ6975	0	0	0	0	0	0
SRBD1	562	397	350	572	445	373
PRKCE	8	7	7	12	5	5
EPAS1	14	17	7	8	17	25
TMEM247	0	0	0	0	0	0
ATP6V1E2	38	29	15	22	44	20
RHOQ	741	426	365	800	516	379
PIGF	104	70	59	104	78	65
CRIPT	156	104	74	189	129	97
SOCS5	496	317	344	470	332	348
LOC388948	0	0	2	1	1	1
LOC100134259	2	1	3	2	1	0
MCFD2	1012	857	690	952	1000	840
TTC7A	149	155	145	143	175	134
C2orf61	0	0	0	3	0	0
CALM2	4422	3212	3217	5108	3581	3072
EPCAM	1787	1347	1008	1652	1484	991
MIR559	1	0	1	2	0	0
MSH2	2164	2420	1287	2000	2429	1210
KCNK12	84	49	93	64	43	56
MSH6	4643	3692	3293	4172	3736	3204
FBXO11	516	347	354	489	337	368
FOXN2	548	445	304	579	449	266
PPP1R21	134	89	93	135	115	117
STON1-GTF2A1L	1	1	3	0	0	1
STON1	240	104	169	209	103	128
GTF2A1L	0	1	0	0	0	0
LHCGR	9	1	7	4	2	2
FSHR	0	0	0	0	0	1
NRXN1	484	216	271	331	189	177
ASB3	33	20	24	45	24	19
GPR75-ASB3	0	0	0	0	0	0
CHAC2	65	88	44	74	96	52
ERLEC1	434	283	259	459	375	260
MIR3682	2	0	2	0	0	0
GPR75	29	12	16	17	13	20
PSME4	923	713	649	905	857	722
ACYP2	18	17	13	11	23	19
TSPYL6	0	0	0	0	0	0
C2orf73	0	0	0	0	0	0
SPTBN1	4448	3734	3124	3796	3754	3127
RPL23AP32	0	0	0	0	0	0
EML6	17	7	6	9	7	5
RTN4	2979	2690	2030	2824	2738	2223
CLHC1	46	20	18	31	23	24
RPS27A	3387	2302	2134	3710	2687	2089
MIR4426	0	0	0	0	0	0
MTIF2	764	506	525	755	530	532
PRORSD1P	29	11	33	28	10	34
CCDC88A	1460	897	912	1429	999	1010
CCDC104	266	188	138	297	240	175
SMEK2	876	599	503	774	687	560
PNPT1	527	491	338	534	473	339
EFEMP1	228	222	117	241	178	82
MIR217	0	0	0	0	0	0
MIR216A	0	0	0	0	0	0
MIR216B	0	0	0	0	0	0
CCDC85A	7	8	7	6	12	4
VRK2	261	217	155	229	224	150
FANCL	411	345	209	388	343	215
FLJ30838	19	9	13	17	6	10
MIR4432	0	0	0	0	0	0
BCL11A	277	170	214	235	183	193
PAPOLG	669	466	461	711	492	422
FLJ16341	0	0	0	0	0	0
REL	64	43	40	65	49	45
PUS10	40	26	22	32	32	25
PEX13	452	318	320	463	341	310
KIAA1841	135	101	69	136	116	83
LOC339803	55	53	43	68	41	35
C2orf74	110	59	77	104	68	49
AHSA2	134	64	75	130	75	100
USP34	1960	1178	1137	1691	1374	1269
SNORA70B	2	2	0	1	1	2
XPO1	7305	4849	4645	7442	5190	4620
FAM161A	198	123	120	225	154	119
CCT4	5463	4531	3619	6062	5105	3373
COMMD1	142	149	100	158	151	117
B3GNT2	839	591	719	871	646	626
MIR5192	0	0	1	0	0	0
TMEM17	23	7	10	20	18	10
EHBP1	315	248	212	312	252	231
LOC100132215	2	2	1	3	0	0
OTX1	6	11	6	4	5	1
DBIL5P2	1	3	0	6	0	4
WDPCP	188	97	143	281	138	219
MDH1	3369	2612	2454	3944	3160	2654
UGP2	13031	6797	7658	12865	6587	6576
VPS54	348	272	250	361	274	267
PELI1	552	460	296	426	490	264
LINC00309	1	1	2	1	1	0
LGALSL	419	259	293	419	307	260
AFTPH	400	233	225	368	310	259
MIR4434	0	0	0	0	0	0
LOC339807	0	0	0	0	0	0
SERTAD2	87	67	55	94	68	91
LOC400958	0	0	0	0	0	0
SLC1A4	7	13	5	6	21	16
CEP68	408	283	382	363	267	341
RAB1A	1145	867	744	1138	974	747
ACTR2	1160	728	754	1260	905	915
SPRED2	114	102	78	89	90	77
MIR4778	0	0	0	0	1	0
MEIS1-AS3	1	0	0	0	0	0
MEIS1	2	0	0	2	1	3
LOC644838	0	0	1	1	0	0
ETAA1	692	442	395	658	484	391
C1D	76	57	55	92	64	60
